Region,Gene,TF,region_chr,region_start,region_end,locus_id,n_active_celltypes,tf_stability
chr11:36425339-36425840,COMMD9,KLF10,11.0,36425339.0,36425840.0,AD_locus_8,8,intermediate
chr11:36385087-36385588,TRAF6,KLF13,11.0,36385087.0,36385588.0,AD_locus_8,34,not_in_TOPPLE
chr11:36409087-36409588,RAG1,NCOA1,11.0,36409087.0,36409588.0,AD_locus_8,38,not_in_TOPPLE
chr11:36487976-36488477,RAG1,NFATC2,11.0,36487976.0,36488477.0,AD_locus_8,27,intermediate
chr11:36421107-36421608,RAG1,NFATC2,11.0,36421107.0,36421608.0,AD_locus_8,49,intermediate
chr11:36354339-36354840,TRAF6,NFATC3,11.0,36354339.0,36354840.0,AD_locus_8,9,intermediate
chr11:36385087-36385588,RAG1,NFATC3,11.0,36385087.0,36385588.0,AD_locus_8,34,intermediate
chr11:36417126-36417627,RAG1,NFATC3,11.0,36417126.0,36417627.0,AD_locus_8,36,intermediate
chr11:36541008-36541509,RAG1,NFATC3,11.0,36541008.0,36541509.0,AD_locus_8,47,intermediate
chr11:36376212-36376713,RAG1,NFATC3,11.0,36376212.0,36376713.0,AD_locus_8,16,intermediate
chr11:36376212-36376713,PRR5L,NFATC3,11.0,36376212.0,36376713.0,AD_locus_8,16,intermediate
chr11:36469022-36469523,PRR5L,RUNX3,11.0,36469022.0,36469523.0,AD_locus_8,11,intermediate
chr11:36375313-36375814,RAG1,RUNX3,11.0,36375313.0,36375814.0,AD_locus_8,18,intermediate
chr11:36426436-36426937,RAG1,RUNX3,11.0,36426436.0,36426937.0,AD_locus_8,23,intermediate
chr11:36460209-36460710,RAG1,RUNX3,11.0,36460209.0,36460710.0,AD_locus_8,18,intermediate
chr11:36258716-36259217,LDLRAD3,RXRA,11.0,36258716.0,36259217.0,AD_locus_8,8,intermediate
chr11:36258716-36259217,COMMD9,RXRA,11.0,36258716.0,36259217.0,AD_locus_8,8,intermediate
chr11:36377471-36377972,RAG1,SP4,11.0,36377471.0,36377972.0,AD_locus_8,61,intermediate
chr11:36376785-36377286,RAG1,SP4,11.0,36376785.0,36377286.0,AD_locus_8,45,intermediate
chr11:36362725-36363226,COMMD9,SPI1,11.0,36362725.0,36363226.0,AD_locus_8,1,intermediate
chr19:8573654-8574155,MYO1F,ARID3A,19.0,8573654.0,8574155.0,AD_locus_9,10,intermediate
chr19:8540540-8541041,MYO1F,ARID3A,19.0,8540540.0,8541041.0,AD_locus_9,24,intermediate
chr19:8396563-8397064,MYO1F,ARID3A,19.0,8396563.0,8397064.0,AD_locus_9,61,intermediate
chr19:8648182-8648683,MYO1F,ARID3A,19.0,8648182.0,8648683.0,AD_locus_9,10,intermediate
chr19:8503463-8503964,MYO1F,ARID3A,19.0,8503463.0,8503964.0,AD_locus_9,10,intermediate
chr19:8502435-8502936,MYO1F,ARID3A,19.0,8502435.0,8502936.0,AD_locus_9,13,intermediate
chr19:8423834-8424335,MYO1F,ARID3A,19.0,8423834.0,8424335.0,AD_locus_9,12,intermediate
chr19:8564477-8564978,MYO1F,ARID3A,19.0,8564477.0,8564978.0,AD_locus_9,6,intermediate
chr19:8418037-8418538,PRAM1,ARID3A,19.0,8418037.0,8418538.0,AD_locus_9,6,intermediate
chr19:8423834-8424335,PRAM1,ARID3A,19.0,8423834.0,8424335.0,AD_locus_9,12,intermediate
chr19:8503463-8503964,PRAM1,ARID3A,19.0,8503463.0,8503964.0,AD_locus_9,10,intermediate
chr19:8564477-8564978,PRAM1,ARID3A,19.0,8564477.0,8564978.0,AD_locus_9,6,intermediate
chr19:8540540-8541041,PRAM1,ARID3A,19.0,8540540.0,8541041.0,AD_locus_9,24,intermediate
chr19:8561733-8562234,PRAM1,ARID3A,19.0,8561733.0,8562234.0,AD_locus_9,1,intermediate
chr19:8648182-8648683,PRAM1,ARID3A,19.0,8648182.0,8648683.0,AD_locus_9,10,intermediate
chr19:8494151-8494652,PRAM1,ARID3A,19.0,8494151.0,8494652.0,AD_locus_9,27,intermediate
chr19:8500080-8500581,MYO1F,ASCL2,19.0,8500080.0,8500581.0,AD_locus_9,12,stabilizer
chr19:8639664-8640165,MYO1F,ASCL2,19.0,8639664.0,8640165.0,AD_locus_9,11,stabilizer
chr19:8500080-8500581,PRAM1,ATF3,19.0,8500080.0,8500581.0,AD_locus_9,12,intermediate
chr19:8504580-8505081,PRAM1,ATF3,19.0,8504580.0,8505081.0,AD_locus_9,9,intermediate
chr19:8384507-8385008,PRAM1,ATF3,19.0,8384507.0,8385008.0,AD_locus_9,10,intermediate
chr19:8384507-8385008,RAB11B,ATF4,19.0,8384507.0,8385008.0,AD_locus_9,10,stabilizer
chr19:8434442-8434943,RAB11B,ATF4,19.0,8434442.0,8434943.0,AD_locus_9,5,stabilizer
chr19:8473595-8474096,RAB11B,ATF4,19.0,8473595.0,8474096.0,AD_locus_9,22,stabilizer
chr19:8384507-8385008,HNRNPM,ATF4,19.0,8384507.0,8385008.0,AD_locus_9,10,stabilizer
chr19:8434442-8434943,HNRNPM,ATF4,19.0,8434442.0,8434943.0,AD_locus_9,5,stabilizer
chr19:8473595-8474096,HNRNPM,ATF4,19.0,8473595.0,8474096.0,AD_locus_9,22,stabilizer
chr19:8434442-8434943,NDUFA7,ATF4,19.0,8434442.0,8434943.0,AD_locus_9,5,stabilizer
chr19:8423834-8424335,MARCH2,ATF4,19.0,8423834.0,8424335.0,AD_locus_9,12,stabilizer
chr19:8434442-8434943,MARCH2,ATF4,19.0,8434442.0,8434943.0,AD_locus_9,5,stabilizer
chr19:8473595-8474096,MARCH2,ATF4,19.0,8473595.0,8474096.0,AD_locus_9,22,stabilizer
chr19:8384507-8385008,MYO1F,ATF6B,19.0,8384507.0,8385008.0,AD_locus_9,10,not_in_TOPPLE
chr19:8573150-8573651,MYO1F,BACH1,19.0,8573150.0,8573651.0,AD_locus_9,16,intermediate
chr19:8575547-8576048,MYO1F,BACH1,19.0,8575547.0,8576048.0,AD_locus_9,38,intermediate
chr19:8504580-8505081,MYO1F,BATF,19.0,8504580.0,8505081.0,AD_locus_9,9,stabilizer
chr19:8240281-8240782,KANK3,BHLHE40,19.0,8240281.0,8240782.0,AD_locus_9,52,intermediate
chr19:8343106-8343607,KANK3,BHLHE40,19.0,8343106.0,8343607.0,AD_locus_9,63,intermediate
chr19:8484289-8484790,MYO1F,CEBPA,19.0,8484289.0,8484790.0,AD_locus_9,13,intermediate
chr19:8640236-8640737,MYO1F,CEBPA,19.0,8640236.0,8640737.0,AD_locus_9,39,intermediate
chr19:8565051-8565552,MYO1F,CEBPA,19.0,8565051.0,8565552.0,AD_locus_9,1,intermediate
chr19:8423329-8423830,MYO1F,CEBPA,19.0,8423329.0,8423830.0,AD_locus_9,12,intermediate
chr19:8423329-8423830,PRAM1,CEBPA,19.0,8423329.0,8423830.0,AD_locus_9,12,intermediate
chr19:8484289-8484790,PRAM1,CEBPA,19.0,8484289.0,8484790.0,AD_locus_9,13,intermediate
chr19:8570868-8571369,MYO1F,CEBPB,19.0,8570868.0,8571369.0,AD_locus_9,47,intermediate
chr19:8650039-8650540,MYO1F,CEBPB,19.0,8650039.0,8650540.0,AD_locus_9,19,intermediate
chr19:8650039-8650540,PRAM1,CEBPB,19.0,8650039.0,8650540.0,AD_locus_9,19,intermediate
chr19:8487489-8487990,HNRNPM,CTCF,19.0,8487489.0,8487990.0,AD_locus_9,61,not_in_TOPPLE
chr19:8418037-8418538,HNRNPM,CTCF,19.0,8418037.0,8418538.0,AD_locus_9,6,not_in_TOPPLE
chr19:8504079-8504580,MARCH2,CUX1,19.0,8504079.0,8504580.0,AD_locus_9,17,intermediate
chr19:8525568-8526069,RAB11B,DRAP1,19.0,8525568.0,8526069.0,AD_locus_9,56,not_in_TOPPLE
chr19:8517968-8518469,RAB11B,E2F4,19.0,8517968.0,8518469.0,AD_locus_9,2,not_in_TOPPLE
chr19:8418037-8418538,RAB11B,E2F4,19.0,8418037.0,8418538.0,AD_locus_9,6,not_in_TOPPLE
chr19:8418037-8418538,MARCH2,E2F4,19.0,8418037.0,8418538.0,AD_locus_9,6,not_in_TOPPLE
chr19:8557600-8558101,HNRNPM,E2F4,19.0,8557600.0,8558101.0,AD_locus_9,22,not_in_TOPPLE
chr19:8638208-8638709,HNRNPM,E2F4,19.0,8638208.0,8638709.0,AD_locus_9,38,not_in_TOPPLE
chr19:8517968-8518469,HNRNPM,E2F4,19.0,8517968.0,8518469.0,AD_locus_9,2,not_in_TOPPLE
chr19:8207980-8208481,NDUFA7,E2F4,19.0,8207980.0,8208481.0,AD_locus_9,4,not_in_TOPPLE
chr19:8195129-8195630,CERS4,EBF1,19.0,8195129.0,8195630.0,AD_locus_9,52,destabilizer
chr19:8193929-8194430,CERS4,EBF1,19.0,8193929.0,8194430.0,AD_locus_9,60,destabilizer
chr19:8210537-8211038,CERS4,EBF1,19.0,8210537.0,8211038.0,AD_locus_9,6,destabilizer
chr19:8240281-8240782,CERS4,EBF1,19.0,8240281.0,8240782.0,AD_locus_9,52,destabilizer
chr19:8335563-8336064,CERS4,EBF1,19.0,8335563.0,8336064.0,AD_locus_9,38,destabilizer
chr19:8237718-8238219,CERS4,EBF1,19.0,8237718.0,8238219.0,AD_locus_9,6,destabilizer
chr19:8196466-8196967,CERS4,EBF1,19.0,8196466.0,8196967.0,AD_locus_9,4,destabilizer
chr19:8242162-8242663,RAB11B,ELF2,19.0,8242162.0,8242663.0,AD_locus_9,11,not_in_TOPPLE
chr19:8260808-8261309,RAB11B,ELF2,19.0,8260808.0,8261309.0,AD_locus_9,8,not_in_TOPPLE
chr19:8504079-8504580,RAB11B,ELF2,19.0,8504079.0,8504580.0,AD_locus_9,17,not_in_TOPPLE
chr19:8564477-8564978,HNRNPM,ELK1,19.0,8564477.0,8564978.0,AD_locus_9,6,not_in_TOPPLE
chr19:8501314-8501815,HNRNPM,ELK1,19.0,8501314.0,8501815.0,AD_locus_9,1,not_in_TOPPLE
chr19:8561733-8562234,HNRNPM,ELK1,19.0,8561733.0,8562234.0,AD_locus_9,1,not_in_TOPPLE
chr19:8567700-8568201,MYO1F,EOMES,19.0,8567700.0,8568201.0,AD_locus_9,11,intermediate
chr19:8557600-8558101,MYO1F,EOMES,19.0,8557600.0,8558101.0,AD_locus_9,22,intermediate
chr19:8504580-8505081,HNRNPM,ETS1,19.0,8504580.0,8505081.0,AD_locus_9,9,stabilizer
chr19:8702321-8702822,ZNF558,ETS1,19.0,8702321.0,8702822.0,AD_locus_9,43,stabilizer
chr19:8279654-8280155,KANK3,GATA3,19.0,8279654.0,8280155.0,AD_locus_9,30,intermediate
chr19:8194431-8194932,CD320,GFI1,19.0,8194431.0,8194932.0,AD_locus_9,57,intermediate
chr19:8647422-8647923,PRAM1,IRF5,19.0,8647422.0,8647923.0,AD_locus_9,2,intermediate
chr19:8195129-8195630,NDUFA7,IRF7,19.0,8195129.0,8195630.0,AD_locus_9,52,intermediate
chr19:8612152-8612653,ADAMTS10,KLF13,19.0,8612152.0,8612653.0,AD_locus_9,14,not_in_TOPPLE
chr19:8592128-8592629,ADAMTS10,KLF13,19.0,8592128.0,8592629.0,AD_locus_9,63,not_in_TOPPLE
chr19:8573654-8574155,ADAMTS10,KLF13,19.0,8573654.0,8574155.0,AD_locus_9,10,not_in_TOPPLE
chr19:8611313-8611814,ADAMTS10,KLF13,19.0,8611313.0,8611814.0,AD_locus_9,9,not_in_TOPPLE
chr19:8585831-8586332,ADAMTS10,KLF13,19.0,8585831.0,8586332.0,AD_locus_9,43,not_in_TOPPLE
chr19:8609006-8609507,ADAMTS10,KLF13,19.0,8609006.0,8609507.0,AD_locus_9,15,not_in_TOPPLE
chr19:8610478-8610979,ADAMTS10,KLF13,19.0,8610478.0,8610979.0,AD_locus_9,60,not_in_TOPPLE
chr19:8609522-8610023,ADAMTS10,KLF13,19.0,8609522.0,8610023.0,AD_locus_9,48,not_in_TOPPLE
chr19:8671034-8671535,ADAMTS10,KLF13,19.0,8671034.0,8671535.0,AD_locus_9,41,not_in_TOPPLE
chr19:8193929-8194430,CD320,KLF13,19.0,8193929.0,8194430.0,AD_locus_9,60,not_in_TOPPLE
chr19:8209384-8209885,CD320,KLF13,19.0,8209384.0,8209885.0,AD_locus_9,61,not_in_TOPPLE
chr19:8342520-8343021,CD320,KLF13,19.0,8342520.0,8343021.0,AD_locus_9,46,not_in_TOPPLE
chr19:8308373-8308874,CD320,KLF13,19.0,8308373.0,8308874.0,AD_locus_9,62,not_in_TOPPLE
chr19:8396563-8397064,CD320,KLF13,19.0,8396563.0,8397064.0,AD_locus_9,61,not_in_TOPPLE
chr19:8363814-8364315,CD320,KLF13,19.0,8363814.0,8364315.0,AD_locus_9,36,not_in_TOPPLE
chr19:8279654-8280155,CD320,KLF13,19.0,8279654.0,8280155.0,AD_locus_9,30,not_in_TOPPLE
chr19:8294493-8294994,CD320,KLF13,19.0,8294493.0,8294994.0,AD_locus_9,16,not_in_TOPPLE
chr19:8343106-8343607,CD320,KLF13,19.0,8343106.0,8343607.0,AD_locus_9,63,not_in_TOPPLE
chr19:8240281-8240782,CD320,KLF13,19.0,8240281.0,8240782.0,AD_locus_9,52,not_in_TOPPLE
chr19:8458299-8458800,NDUFA7,KLF16,19.0,8458299.0,8458800.0,AD_locus_9,1,not_in_TOPPLE
chr19:8259843-8260344,NDUFA7,KLF16,19.0,8259843.0,8260344.0,AD_locus_9,1,not_in_TOPPLE
chr19:8435681-8436182,ZNF414,KLF2,19.0,8435681.0,8436182.0,AD_locus_9,2,stabilizer
chr19:8494151-8494652,ZNF414,KLF2,19.0,8494151.0,8494652.0,AD_locus_9,27,stabilizer
chr19:8505814-8506315,ZNF414,KLF2,19.0,8505814.0,8506315.0,AD_locus_9,57,stabilizer
chr19:8612152-8612653,ZNF414,KLF2,19.0,8612152.0,8612653.0,AD_locus_9,14,stabilizer
chr19:8515281-8515782,ZNF414,KLF2,19.0,8515281.0,8515782.0,AD_locus_9,42,stabilizer
chr19:8487489-8487990,ZNF414,KLF2,19.0,8487489.0,8487990.0,AD_locus_9,61,stabilizer
chr19:8435681-8436182,RPS28,KLF2,19.0,8435681.0,8436182.0,AD_locus_9,2,stabilizer
chr19:8279654-8280155,RPS28,KLF2,19.0,8279654.0,8280155.0,AD_locus_9,30,stabilizer
chr19:8363814-8364315,RPS28,KLF2,19.0,8363814.0,8364315.0,AD_locus_9,36,stabilizer
chr19:8252926-8253427,RPS28,KLF2,19.0,8252926.0,8253427.0,AD_locus_9,61,stabilizer
chr19:8347662-8348163,RPS28,KLF2,19.0,8347662.0,8348163.0,AD_locus_9,7,stabilizer
chr19:8445419-8445920,RPS28,KLF2,19.0,8445419.0,8445920.0,AD_locus_9,36,stabilizer
chr19:8329994-8330495,MARCH2,KLF6,19.0,8329994.0,8330495.0,AD_locus_9,1,stabilizer
chr19:8615674-8616175,ZNF414,LEF1,19.0,8615674.0,8616175.0,AD_locus_9,40,destabilizer
chr19:8638208-8638709,ZNF414,LEF1,19.0,8638208.0,8638709.0,AD_locus_9,38,destabilizer
chr19:8481193-8481694,ZNF414,MAX,19.0,8481193.0,8481694.0,AD_locus_9,9,stabilizer
chr19:8500080-8500581,ZNF414,MAX,19.0,8500080.0,8500581.0,AD_locus_9,12,stabilizer
chr19:8269015-8269516,RPS28,MAX,19.0,8269015.0,8269516.0,AD_locus_9,62,stabilizer
chr19:8323585-8324086,RPS28,MAX,19.0,8323585.0,8324086.0,AD_locus_9,1,stabilizer
chr19:8468926-8469427,RPS28,MAX,19.0,8468926.0,8469427.0,AD_locus_9,4,stabilizer
chr19:8468926-8469427,HNRNPM,MAX,19.0,8468926.0,8469427.0,AD_locus_9,4,stabilizer
chr19:8468926-8469427,RAB11B,MAX,19.0,8468926.0,8469427.0,AD_locus_9,4,stabilizer
chr19:8905284-8905785,ZNF558,MAX,19.0,8905284.0,8905785.0,AD_locus_9,8,stabilizer
chr19:8915845-8916346,ZNF558,MAX,19.0,8915845.0,8916346.0,AD_locus_9,1,stabilizer
chr19:8468926-8469427,NDUFA7,MXD4,19.0,8468926.0,8469427.0,AD_locus_9,4,not_in_TOPPLE
chr19:8468926-8469427,MARCH2,MXD4,19.0,8468926.0,8469427.0,AD_locus_9,4,not_in_TOPPLE
chr19:8451856-8452357,KANK3,MYBL1,19.0,8451856.0,8452357.0,AD_locus_9,25,intermediate
chr19:8480611-8481112,KANK3,MYBL1,19.0,8480611.0,8481112.0,AD_locus_9,12,intermediate
chr19:8194431-8194932,CERS4,NFATC3,19.0,8194431.0,8194932.0,AD_locus_9,57,intermediate
chr19:8612760-8613261,ADAMTS10,PATZ1,19.0,8612760.0,8613261.0,AD_locus_9,25,stabilizer
chr19:8665811-8666312,ADAMTS10,PATZ1,19.0,8665811.0,8666312.0,AD_locus_9,14,stabilizer
chr19:8194431-8194932,KANK3,PRDM1,19.0,8194431.0,8194932.0,AD_locus_9,57,intermediate
chr19:9026152-9026653,MUC16,RFX5,19.0,9026152.0,9026653.0,AD_locus_9,7,intermediate
chr19:8342520-8343021,KANK3,RUNX3,19.0,8342520.0,8343021.0,AD_locus_9,46,intermediate
chr19:8477785-8478286,KANK3,RUNX3,19.0,8477785.0,8478286.0,AD_locus_9,14,intermediate
chr19:8477785-8478286,ADAMTS10,RUNX3,19.0,8477785.0,8478286.0,AD_locus_9,14,intermediate
chr19:8480611-8481112,ADAMTS10,RUNX3,19.0,8480611.0,8481112.0,AD_locus_9,12,intermediate
chr19:8294493-8294994,KANK3,SMAD3,19.0,8294493.0,8294994.0,AD_locus_9,16,intermediate
chr19:8504580-8505081,RAB11B,STAT6,19.0,8504580.0,8505081.0,AD_locus_9,9,intermediate
chr19:8237718-8238219,NDUFA7,STAT6,19.0,8237718.0,8238219.0,AD_locus_9,6,intermediate
chr19:8335563-8336064,KANK3,TBX21,19.0,8335563.0,8336064.0,AD_locus_9,38,intermediate
chr19:8336090-8336591,KANK3,TBX21,19.0,8336090.0,8336591.0,AD_locus_9,6,intermediate
chr19:8683835-8684336,ADAMTS10,TBX21,19.0,8683835.0,8684336.0,AD_locus_9,5,intermediate
chr19:8297247-8297748,CERS4,TCF3,19.0,8297247.0,8297748.0,AD_locus_9,18,intermediate
chr19:8289360-8289861,RAB11B,YY1,19.0,8289360.0,8289861.0,AD_locus_9,1,not_in_TOPPLE
chr19:8195129-8195630,RPS28,ZNF101,19.0,8195129.0,8195630.0,AD_locus_9,52,stabilizer
chr19:8237718-8238219,RPS28,ZNF101,19.0,8237718.0,8238219.0,AD_locus_9,6,stabilizer
chr19:9151320-9151821,ZNF317,ARID5A,19.0,9151320.0,9151821.0,AD_locus_9,10,not_in_TOPPLE
chr11:65448352-65448853,EHBP1L1,ARID3A,11.0,65448352.0,65448853.0,AD_locus_10,29,intermediate
chr11:65587205-65587706,EHBP1L1,ARID3A,11.0,65587205.0,65587706.0,AD_locus_10,10,intermediate
chr11:65453104-65453605,EHBP1L1,ARID3A,11.0,65453104.0,65453605.0,AD_locus_10,11,intermediate
chr11:65492831-65493332,EHBP1L1,ARID3A,11.0,65492831.0,65493332.0,AD_locus_10,9,intermediate
chr11:65446031-65446532,EHBP1L1,ARID3A,11.0,65446031.0,65446532.0,AD_locus_10,19,intermediate
chr11:65726505-65727006,EHBP1L1,ARID3A,11.0,65726505.0,65727006.0,AD_locus_10,6,intermediate
chr11:65814100-65814601,AP5B1,ARID3A,11.0,65814100.0,65814601.0,AD_locus_10,11,intermediate
chr11:65767740-65768241,AP5B1,ARID3A,11.0,65767740.0,65768241.0,AD_locus_10,8,intermediate
chr11:65769719-65770220,AP5B1,ARID3A,11.0,65769719.0,65770220.0,AD_locus_10,51,intermediate
chr11:65726505-65727006,AP5B1,ARID3A,11.0,65726505.0,65727006.0,AD_locus_10,6,intermediate
chr11:65775611-65776112,AP5B1,ARID3A,11.0,65775611.0,65776112.0,AD_locus_10,11,intermediate
chr11:65744365-65744866,AP5B1,ARID3A,11.0,65744365.0,65744866.0,AD_locus_10,13,intermediate
chr11:65371015-65371516,CDC42EP2,ARID3A,11.0,65371015.0,65371516.0,AD_locus_10,15,intermediate
chr11:65453104-65453605,CDC42EP2,ARID3A,11.0,65453104.0,65453605.0,AD_locus_10,11,intermediate
chr11:65446031-65446532,CDC42EP2,ARID3A,11.0,65446031.0,65446532.0,AD_locus_10,19,intermediate
chr11:65292113-65292614,CDC42EP2,ARID3A,11.0,65292113.0,65292614.0,AD_locus_10,10,intermediate
chr11:65292770-65293271,CDC42EP2,ARID3A,11.0,65292770.0,65293271.0,AD_locus_10,4,intermediate
chr11:65448352-65448853,CDC42EP2,ARID3A,11.0,65448352.0,65448853.0,AD_locus_10,29,intermediate
chr11:65292770-65293271,TIGD3,ARID3A,11.0,65292770.0,65293271.0,AD_locus_10,4,intermediate
chr11:65492831-65493332,TIGD3,ARID3A,11.0,65492831.0,65493332.0,AD_locus_10,9,intermediate
chr11:65407657-65408158,TIGD3,ARID3A,11.0,65407657.0,65408158.0,AD_locus_10,20,intermediate
chr11:65491779-65492280,TIGD3,ARID3A,11.0,65491779.0,65492280.0,AD_locus_10,13,intermediate
chr11:65378165-65378666,TIGD3,ARID3A,11.0,65378165.0,65378666.0,AD_locus_10,17,intermediate
chr11:65352701-65353202,TIGD3,ARID3A,11.0,65352701.0,65353202.0,AD_locus_10,3,intermediate
chr11:65976736-65977237,CTSW,ASCL2,11.0,65976736.0,65977237.0,AD_locus_10,7,stabilizer
chr11:65879548-65880049,CTSW,ASCL2,11.0,65879548.0,65880049.0,AD_locus_10,51,stabilizer
chr11:65791587-65792088,CTSW,ASCL2,11.0,65791587.0,65792088.0,AD_locus_10,59,stabilizer
chr11:65879548-65880049,CFL1,ASCL2,11.0,65879548.0,65880049.0,AD_locus_10,51,stabilizer
chr11:65791587-65792088,CFL1,ASCL2,11.0,65791587.0,65792088.0,AD_locus_10,59,stabilizer
chr11:65976736-65977237,CFL1,ASCL2,11.0,65976736.0,65977237.0,AD_locus_10,7,stabilizer
chr11:66068848-66069349,C11orf68,ATF1,11.0,66068848.0,66069349.0,AD_locus_10,19,not_in_TOPPLE
chr11:65316353-65316854,CDC42EP2,ATF3,11.0,65316353.0,65316854.0,AD_locus_10,10,intermediate
chr11:65291464-65291965,CDC42EP2,ATF3,11.0,65291464.0,65291965.0,AD_locus_10,10,intermediate
chr11:66020950-66021451,FIBP,ATF4,11.0,66020950.0,66021451.0,AD_locus_10,26,stabilizer
chr11:66014634-66015135,FIBP,ATF4,11.0,66014634.0,66015135.0,AD_locus_10,8,stabilizer
chr11:65924471-65924972,FIBP,ATF4,11.0,65924471.0,65924972.0,AD_locus_10,1,stabilizer
chr11:65827732-65828233,FIBP,ATF4,11.0,65827732.0,65828233.0,AD_locus_10,8,stabilizer
chr11:65814100-65814601,FIBP,ATF4,11.0,65814100.0,65814601.0,AD_locus_10,11,stabilizer
chr11:65827732-65828233,SART1,ATF4,11.0,65827732.0,65828233.0,AD_locus_10,8,stabilizer
chr11:65924471-65924972,SART1,ATF4,11.0,65924471.0,65924972.0,AD_locus_10,1,stabilizer
chr11:66020950-66021451,CCDC85B,ATF4,11.0,66020950.0,66021451.0,AD_locus_10,26,stabilizer
chr11:65924471-65924972,CCDC85B,ATF4,11.0,65924471.0,65924972.0,AD_locus_10,1,stabilizer
chr11:65814100-65814601,CCDC85B,ATF4,11.0,65814100.0,65814601.0,AD_locus_10,11,stabilizer
chr11:65924471-65924972,EIF1AD,ATF4,11.0,65924471.0,65924972.0,AD_locus_10,1,stabilizer
chr11:66111078-66111579,EIF1AD,ATF4,11.0,66111078.0,66111579.0,AD_locus_10,14,stabilizer
chr11:65766629-65767130,RNASEH2C,ATF4,11.0,65766629.0,65767130.0,AD_locus_10,3,stabilizer
chr11:65700317-65700818,RNASEH2C,ATF4,11.0,65700317.0,65700818.0,AD_locus_10,16,stabilizer
chr11:65827732-65828233,RNASEH2C,ATF4,11.0,65827732.0,65828233.0,AD_locus_10,8,stabilizer
chr11:65814100-65814601,RNASEH2C,ATF4,11.0,65814100.0,65814601.0,AD_locus_10,11,stabilizer
chr11:65700317-65700818,KCNK7,ATF4,11.0,65700317.0,65700818.0,AD_locus_10,16,stabilizer
chr11:65443993-65444494,EHBP1L1,ATF5,11.0,65443993.0,65444494.0,AD_locus_10,3,intermediate
chr11:66112499-66113000,CST6,ATF5,11.0,66112499.0,66113000.0,AD_locus_10,19,intermediate
chr11:66014634-66015135,CST6,ATF5,11.0,66014634.0,66015135.0,AD_locus_10,8,intermediate
chr11:65814100-65814601,KAT5,ATF6B,11.0,65814100.0,65814601.0,AD_locus_10,11,not_in_TOPPLE
chr11:65827732-65828233,KAT5,ATF6B,11.0,65827732.0,65828233.0,AD_locus_10,8,not_in_TOPPLE
chr11:65448926-65449427,MAP3K11,BACH1,11.0,65448926.0,65449427.0,AD_locus_10,28,intermediate
chr11:65487497-65487998,MAP3K11,BACH1,11.0,65487497.0,65487998.0,AD_locus_10,54,intermediate
chr11:65453104-65453605,MAP3K11,BACH1,11.0,65453104.0,65453605.0,AD_locus_10,11,intermediate
chr11:65496534-65497035,MAP3K11,BACH1,11.0,65496534.0,65497035.0,AD_locus_10,1,intermediate
chr11:65491779-65492280,MAP3K11,BACH1,11.0,65491779.0,65492280.0,AD_locus_10,13,intermediate
chr11:65496534-65497035,EHBP1L1,BACH1,11.0,65496534.0,65497035.0,AD_locus_10,1,intermediate
chr11:65448926-65449427,EHBP1L1,BACH1,11.0,65448926.0,65449427.0,AD_locus_10,28,intermediate
chr11:65827732-65828233,AP5B1,BACH1,11.0,65827732.0,65828233.0,AD_locus_10,8,intermediate
chr11:65924471-65924972,AP5B1,BACH1,11.0,65924471.0,65924972.0,AD_locus_10,1,intermediate
chr11:65915606-65916107,AP5B1,BACH1,11.0,65915606.0,65916107.0,AD_locus_10,5,intermediate
chr11:66020950-66021451,DRAP1,BACH1,11.0,66020950.0,66021451.0,AD_locus_10,26,intermediate
chr11:65899131-65899632,DRAP1,BACH1,11.0,65899131.0,65899632.0,AD_locus_10,22,intermediate
chr11:65880909-65881410,DRAP1,BACH1,11.0,65880909.0,65881410.0,AD_locus_10,19,intermediate
chr11:65924471-65924972,DRAP1,BACH1,11.0,65924471.0,65924972.0,AD_locus_10,1,intermediate
chr11:65453104-65453605,KCNK7,BACH1,11.0,65453104.0,65453605.0,AD_locus_10,11,intermediate
chr11:65491779-65492280,KCNK7,BACH1,11.0,65491779.0,65492280.0,AD_locus_10,13,intermediate
chr11:66020950-66021451,CTSW,BATF,11.0,66020950.0,66021451.0,AD_locus_10,26,stabilizer
chr11:65899131-65899632,CTSW,BATF,11.0,65899131.0,65899632.0,AD_locus_10,22,stabilizer
chr11:65880909-65881410,CTSW,BATF,11.0,65880909.0,65881410.0,AD_locus_10,19,stabilizer
chr11:65827732-65828233,CFL1,BATF,11.0,65827732.0,65828233.0,AD_locus_10,8,stabilizer
chr11:65899131-65899632,CFL1,BATF,11.0,65899131.0,65899632.0,AD_locus_10,22,stabilizer
chr11:65986342-65986843,CFL1,BATF,11.0,65986342.0,65986843.0,AD_locus_10,5,stabilizer
chr11:65767740-65768241,CFL1,BATF,11.0,65767740.0,65768241.0,AD_locus_10,8,stabilizer
chr11:66209175-66209676,RIN1,BATF3,11.0,66209175.0,66209676.0,AD_locus_10,11,intermediate
chr11:65902017-65902518,DRAP1,BATF3,11.0,65902017.0,65902518.0,AD_locus_10,12,intermediate
chr11:65915606-65916107,TSGA10IP,BATF3,11.0,65915606.0,65916107.0,AD_locus_10,5,intermediate
chr11:65986342-65986843,TSGA10IP,BATF3,11.0,65986342.0,65986843.0,AD_locus_10,5,intermediate
chr11:65814100-65814601,TSGA10IP,BATF3,11.0,65814100.0,65814601.0,AD_locus_10,11,intermediate
